stage,arm,pair_idx,pair,garment_sim,identity_cos,pose_err,bg_psnr
holdout,qwen_2511,9,p022xg021,-0.005682687311291883,0.8109520673751831,0.15320021379461743,14.680556784873332
holdout,qwen_2511,10,p023xg018,-0.022420392369954488,0.9438719749450684,0.0869971839385971,16.63339962114581
holdout,qwen_2511,11,p024xg009,0.9298007599563195,0.967252790927887,0.1319832565661125,14.499444030838632
holdout,qwen_2511,12,p025xg013,0.04302472035136583,0.7067943215370178,0.26177274963735847,14.651018723864057
holdout,qwen_2511,13,p026xg020,0.02078714046779747,0.817797064781189,0.19033941522756612,9.988652867406572
holdout,qwen_2511,14,p027xg025,-0.010506669285180938,0.949347734451294,0.037956990833023244,30.52682337539268
holdout,qwen_2511,15,p028xg030,0.0976872215460562,0.8688907027244568,0.12586568354601568,19.60863395251186
holdout,qwen_2511,16,p029xg005,0.00847028237654214,0.8897337317466736,0.11279389566302381,14.803132293847872
holdout,qwen_2511,17,p030xg003,0.008041035137056032,0.973539412021637,0.13277261669343862,17.920779436485713
holdout,seedream5_lite,0,p004xg010,0.28969468797108966,0.6230368614196777,0.013215362250878188,24.48827522008752
holdout,seedream5_lite,1,p014xg008,0.0801147842585551,0.9067367315292358,0.0523719430128599,23.24621682615463
holdout,seedream5_lite,2,p015xg026,0.02976601084538356,0.9287733435630798,0.06305457612513266,21.92053999442659
holdout,seedream5_lite,3,p016xg014,0.009697961403003011,0.2457309365272522,0.38406045237970005,16.92413894275651
holdout,seedream5_lite,4,p017xg029,0.2645653550156377,0.8988938331604004,0.033583478128463885,23.214172552364595
holdout,seedream5_lite,5,p018xg027,-0.005375503715430168,0.7402960062026978,0.2769423175512214,13.219216125848199
holdout,seedream5_lite,6,p019xg017,0.2507751704700436,0.8830280900001526,0.0479626081180098,24.19638904115141
holdout,seedream5_lite,7,p020xg016,-0.002055309494720178,0.8036689758300781,,18.74593391309113
holdout,seedream5_lite,8,p021xg012,0.15222083340632475,0.8014944791793823,0.09663963419970886,20.184485493406974
holdout,seedream5_lite,9,p022xg021,0.003997876412425863,0.61026930809021,0.05698065813629521,23.367414759169325
holdout,seedream5_lite,10,p023xg018,0.11849335644899735,0.8526094555854797,0.175890382171679,16.161073225352986
holdout,seedream5_lite,11,p024xg009,0.29669849908789403,0.9347456693649292,0.15165643267395912,19.891235741616505
holdout,seedream5_lite,12,p025xg013,0.03417050414054844,0.32836219668388367,0.1557802615068127,19.196498208555283
holdout,seedream5_lite,13,p026xg020,0.003065947556248452,0.7802295684814453,0.044634429010102894,16.209222506022815
holdout,seedream5_lite,14,p027xg025,-0.004439228407697117,0.7991743087768555,0.026820410052364737,26.064554995168
holdout,seedream5_lite,15,p028xg030,0.20844395029127022,0.6579135656356812,0.053039300547322005,21.548634530905527
holdout,seedream5_lite,16,p029xg005,0.005269114936311576,0.8754864931106567,0.03065207914984467,22.22921960207886
holdout,seedream5_lite,17,p030xg003,0.1684967896431049,0.9008881449699402,0.061171688638162615,26.868596743945975
holdout,seedream_qwen_refine,0,p004xg010,-0.006475354200542568,0.6511557698249817,0.0276321094263362,21.347042599794882
holdout,seedream_qwen_refine,1,p014xg008,0.08704799602584612,0.8667661547660828,0.05790342353926752,23.606710881763398
holdout,seedream_qwen_refine,2,p015xg026,0.16409059211135948,0.870103120803833,0.057967719274426094,18.712468802672596
holdout,seedream_qwen_refine,3,p016xg014,0.03097246525243301,0.4148314595222473,0.37718986757129647,17.510122280149545
holdout,seedream_qwen_refine,4,p017xg029,0.41395099602408864,0.8772096633911133,0.04134143140675203,22.539528637843553
holdout,seedream_qwen_refine,5,p018xg027,0.004370362759828895,0.6844767928123474,0.2987579365452376,13.561876494170342
holdout,seedream_qwen_refine,6,p019xg017,0.2962869565493648,0.8287013173103333,0.03973758937885606,22.485779060730913
holdout,seedream_qwen_refine,7,p020xg016,0.0028786195044883485,0.758910596370697,,17.005747595885868
holdout,seedream_qwen_refine,8,p021xg012,0.13036316429212436,0.7630435824394226,0.1083803735270453,20.41571796665163
holdout,seedream_qwen_refine,9,p022xg021,0.007446666392000375,0.6200810670852661,0.07421124000713003,23.239954284609908
holdout,seedream_qwen_refine,10,p023xg018,0.35275073321142986,0.8170803785324097,0.1590149589734271,16.223690998648046
holdout,seedream_qwen_refine,11,p024xg009,0.22009329468313937,0.9078115224838257,0.13446778877793114,20.098600042881113
holdout,seedream_qwen_refine,12,p025xg013,0.03140291079942101,0.22029900550842285,0.18523663952547256,19.656475186216866
holdout,seedream_qwen_refine,13,p026xg020,0.14476271411947494,0.6880568265914917,0.04429630846193424,15.542624777662475
holdout,seedream_qwen_refine,14,p027xg025,-0.006434494483780118,0.771190345287323,0.018763859971365624,25.755499109917757
holdout,seedream_qwen_refine,15,p028xg030,0.21393914083988483,0.6935208439826965,0.041027223188483945,21.459554108329822
holdout,seedream_qwen_refine,16,p029xg005,0.05077943657909583,0.8397222757339478,0.034897151999602624,21.66007665747776
holdout,seedream_qwen_refine,17,p030xg003,0.17913368359463594,0.8726809620857239,0.06719388558026322,25.568991697254603
